Reading from Robot
HTTP/1.1 200 OK
Content-Length: 8904
Content-Type: text/plain

Team 02
01/01/2006-12:26:27.075;0.00004;0.00000
01/01/2006-12:26:27.276;0.00538;0.00003
01/01/2006-12:26:27.477;0.02023;0.00042
01/01/2006-12:26:27.678;0.04470;0.00202
01/01/2006-12:26:27.879;0.07985;0.00646
01/01/2006-12:26:28.080;0.12204;0.01521
01/01/2006-12:26:28.281;0.17409;0.03144
01/01/2006-12:26:28.482;0.23130;0.05696
01/01/2006-12:26:28.683;0.29135;0.09411
01/01/2006-12:26:28.884;0.35296;0.14659
01/01/2006-12:26:29.085;0.40409;0.20673
01/01/2006-12:26:29.286;0.44313;0.27005
01/01/2006-12:26:29.487;0.46816;0.32668
01/01/2006-12:26:29.688;0.48375;0.37675
01/01/2006-12:26:29.889;0.49299;0.42136
01/01/2006-12:26:30.090;0.49722;0.45508
01/01/2006-12:26:30.291;0.49889;0.48049
01/01/2006-12:26:30.492;0.49927;0.49546
01/01/2006-12:26:30.693;0.49929;0.50055
01/01/2006-12:26:30.894;0.49929;0.50044
01/01/2006-12:26:31.095;0.49928;0.50039
01/01/2006-12:26:31.296;0.49922;0.50019
01/01/2006-12:26:31.497;0.49936;0.50041
01/01/2006-12:26:31.698;0.49922;0.50027
01/01/2006-12:26:31.899;0.49928;0.50031
01/01/2006-12:26:32.100;0.49933;0.50032
01/01/2006-12:26:32.301;0.49937;0.50032
01/01/2006-12:26:32.502;0.50242;0.50032
01/01/2006-12:26:32.703;0.51739;0.50033
01/01/2006-12:26:32.904;0.54434;0.50035
01/01/2006-12:26:33.105;0.58483;0.50040
01/01/2006-12:26:33.306;0.63375;0.50047
01/01/2006-12:26:33.507;0.70091;0.50062
01/01/2006-12:26:33.708;0.77032;0.50084
01/01/2006-12:26:33.909;0.86328;0.50105
01/01/2006-12:26:34.110;0.96079;0.50141
01/01/2006-12:26:34.311;1.06029;0.50185
01/01/2006-12:26:34.512;1.16304;0.50218
01/01/2006-12:26:34.713;1.26428;0.50244
01/01/2006-12:26:34.914;1.36542;0.50274
01/01/2006-12:26:35.115;1.46183;0.50310
01/01/2006-12:26:35.316;1.56332;0.50353
01/01/2006-12:26:35.517;1.66186;0.50384
01/01/2006-12:26:35.718;1.76374;0.50415
01/01/2006-12:26:35.919;1.86569;0.50460
01/01/2006-12:26:36.120;1.96689;0.50503
01/01/2006-12:26:36.321;2.06686;0.50540
01/01/2006-12:26:36.522;2.16828;0.50580
01/01/2006-12:26:36.723;2.26570;0.50617
01/01/2006-12:26:36.924;2.36683;0.50647
01/01/2006-12:26:37.125;2.47055;0.50686
01/01/2006-12:26:37.326;2.56976;0.50724
01/01/2006-12:26:37.527;2.66326;0.50744
01/01/2006-12:26:37.728;2.77225;0.50783
01/01/2006-12:26:37.929;2.87131;0.50826
01/01/2006-12:26:38.130;2.97283;0.50864
01/01/2006-12:26:38.331;3.07202;0.50889
01/01/2006-12:26:38.532;3.16582;0.50917
01/01/2006-12:26:38.733;3.25098;0.50935
01/01/2006-12:26:38.934;3.32180;0.50952
01/01/2006-12:26:39.135;3.38278;0.50964
01/01/2006-12:26:39.336;3.42934;0.50971
01/01/2006-12:26:39.537;3.46552;0.50975
01/01/2006-12:26:39.738;3.48803;0.50977
01/01/2006-12:26:39.939;3.49830;0.50978
01/01/2006-12:26:40.140;3.50082;0.50978
01/01/2006-12:26:40.341;3.51273;0.50967
01/01/2006-12:26:40.542;3.53468;0.50902
01/01/2006-12:26:40.743;3.56749;0.50692
01/01/2006-12:26:40.944;3.61127;0.50199
01/01/2006-12:26:41.145;3.66141;0.49332
01/01/2006-12:26:41.346;3.72373;0.47790
01/01/2006-12:26:41.547;3.79333;0.45422
01/01/2006-12:26:41.748;3.87188;0.41828
01/01/2006-12:26:41.949;3.94504;0.37491
01/01/2006-12:26:42.150;4.01527;0.32223
01/01/2006-12:26:42.351;4.07816;0.26348
01/01/2006-12:26:42.552;4.13165;0.20185
01/01/2006-12:26:42.753;4.18241;0.12889
01/01/2006-12:26:42.954;4.22349;0.05333
01/01/2006-12:26:43.155;4.25668;-0.02735
01/01/2006-12:26:43.356;4.28084;-0.11090
01/01/2006-12:26:43.557;4.29528;-0.19299
01/01/2006-12:26:43.758;4.30118;-0.28114
01/01/2006-12:26:43.959;4.29778;-0.36522
01/01/2006-12:26:44.160;4.28522;-0.45030
01/01/2006-12:26:44.361;4.26261;-0.53653
01/01/2006-12:26:44.562;4.23155;-0.61736
01/01/2006-12:26:44.763;4.19174;-0.69466
01/01/2006-12:26:44.964;4.14456;-0.76621
01/01/2006-12:26:45.165;4.09129;-0.83085
01/01/2006-12:26:45.366;4.02738;-0.89333
01/01/2006-12:26:45.567;3.96203;-0.94466
01/01/2006-12:26:45.768;3.88750;-0.99122
01/01/2006-12:26:45.969;3.80887;-1.02911
01/01/2006-12:26:46.170;3.72731;-1.05799
01/01/2006-12:26:46.371;3.64253;-1.07803
01/01/2006-12:26:46.572;3.55723;-1.08859
01/01/2006-12:26:46.773;3.46989;-1.08990
01/01/2006-12:26:46.974;3.38531;-1.08212
01/01/2006-12:26:47.175;3.30172;-1.06531
01/01/2006-12:26:47.376;3.21908;-1.03917
01/01/2006-12:26:47.577;3.14194;-1.00537
01/01/2006-12:26:47.778;3.06549;-0.96153
01/01/2006-12:26:47.979;2.99655;-0.91121
01/01/2006-12:26:48.180;2.93163;-0.85217
01/01/2006-12:26:48.381;2.87489;-0.78801
01/01/2006-12:26:48.582;2.82597;-0.71952
01/01/2006-12:26:48.783;2.78329;-0.64343
01/01/2006-12:26:48.984;2.75048;-0.56667
01/01/2006-12:26:49.185;2.72889;-0.49857
01/01/2006-12:26:49.386;2.71564;-0.44059
01/01/2006-12:26:49.587;2.70773;-0.38998
01/01/2006-12:26:49.788;2.70390;-0.35144
01/01/2006-12:26:49.989;2.70223;-0.32144
01/01/2006-12:26:50.190;2.70175;-0.30192
